ID,teza,datum_oddaje,vmesna_postaja
3302,12.50,4/1/2018,2/20/2019
3303,6.19,10/4/2018,3/23/2019
3304,8.45,2/28/2018,1/30/2019
3305,6.16,6/6/2018,3/28/2019
3306,8.83,3/27/2018,1/25/2019
3307,16.17,7/5/2018,1/24/2019
3308,7.82,4/4/2018,4/1/2019
3309,4.55,2/7/2018,1/3/2019
3310,12.15,3/23/2018,3/13/2019
3311,6.94,2/16/2018,3/4/2019
3312,18.00,5/25/2018,12/11/2018
3313,19.34,9/20/2018,3/7/2019
3314,10.05,4/26/2018,2/8/2019
3315,1.36,1/23/2018,4/1/2019
3316,2.05,10/29/2018,12/27/2018
3317,0.37,2/13/2018,3/21/2019
3318,17.23,3/27/2018,1/16/2019
3319,9.16,4/6/2018,12/26/2018
3320,2.60,9/8/2018,1/10/2019
3321,19.96,10/11/2018,4/13/2019
3322,14.93,3/30/2018,12/15/2018
3323,13.37,3/9/2018,2/20/2019
3324,7.02,6/26/2018,1/23/2019
3325,13.59,1/26/2018,1/26/2019
3326,12.34,5/22/2018,4/7/2019
3327,8.34,7/24/2018,2/7/2019
3328,10.78,3/28/2018,1/20/2019
3329,18.24,8/2/2018,3/10/2019
3330,15.73,2/5/2018,5/14/2019
3331,15.65,4/17/2018,12/16/2018
3332,6.63,10/26/2018,3/29/2019
3333,1.19,5/10/2018,3/24/2019
3334,2.25,2/19/2018,5/3/2019
3335,19.92,7/11/2018,4/21/2019
3336,13.75,7/13/2018,1/14/2019
3337,2.11,7/18/2018,2/19/2019
3338,5.40,10/12/2018,3/15/2019
3339,19.18,2/11/2018,3/24/2019
3340,0.57,8/7/2018,1/25/2019
3341,13.74,8/12/2018,5/1/2019
3342,19.97,11/26/2018,5/15/2019
3343,7.26,2/8/2018,4/5/2019
3344,17.36,4/9/2018,2/25/2019
3345,9.81,5/4/2018,3/10/2019
3346,17.32,7/28/2018,3/16/2019
3347,10.22,9/10/2018,3/24/2019
3348,9.56,8/6/2018,4/29/2019
3349,1.20,9/2/2018,4/3/2019
3350,12.48,10/14/2018,12/10/2018
3351,7.41,4/12/2018,3/23/2019
3352,10.88,7/16/2018,2/22/2019
3353,17.63,6/24/2018,3/29/2019
3354,10.14,2/15/2018,4/30/2019
3355,17.32,1/23/2018,4/30/2019
3356,14.77,6/13/2018,4/29/2019
3357,12.83,2/12/2018,4/5/2019
3358,8.70,1/1/2018,3/6/2019
3359,1.32,6/9/2018,3/19/2019
3360,15.39,3/20/2018,1/3/2019
3361,19.18,7/28/2018,4/8/2019
3362,3.46,7/30/2018,1/29/2019
3363,15.99,6/19/2018,2/18/2019
3364,7.42,4/27/2018,3/27/2019
3365,0.37,8/30/2018,4/6/2019
3366,13.73,6/28/2018,3/24/2019
3367,11.83,6/14/2018,12/21/2018
3368,11.47,1/3/2018,1/15/2019
3369,5.12,1/5/2018,4/28/2019
3370,4.86,3/23/2018,4/27/2019
3371,4.48,2/22/2018,4/1/2019
3372,14.28,10/7/2018,4/17/2019
3373,17.59,8/20/2018,1/9/2019
3374,10.26,11/25/2018,5/11/2019
3375,18.69,11/10/2018,12/5/2018
3376,7.02,11/5/2018,4/11/2019
3377,19.98,7/4/2018,1/21/2019
3378,9.47,9/14/2018,3/21/2019
3379,14.99,5/14/2018,1/26/2019
3380,0.30,8/25/2018,12/25/2018
3381,12.15,8/6/2018,1/13/2019
3382,19.28,2/18/2018,3/8/2019
3383,2.68,1/16/2018,4/8/2019
3384,1.23,3/10/2018,1/27/2019
3385,4.09,5/8/2018,12/27/2018
3386,7.98,7/29/2018,12/20/2018
3387,2.77,11/26/2018,12/14/2018
3388,13.40,6/28/2018,1/20/2019
3389,0.58,4/7/2018,3/11/2019
3390,9.48,1/31/2018,12/18/2018
3391,12.00,2/13/2018,2/13/2019
3392,13.93,10/20/2018,2/19/2019
3393,2.77,7/6/2018,1/22/2019
3394,18.99,3/18/2018,2/15/2019
3395,12.94,7/19/2018,3/13/2019
3396,19.95,1/5/2018,2/13/2019
3397,13.96,5/15/2018,3/28/2019
3398,1.86,1/21/2018,12/29/2018
3399,11.91,11/21/2018,5/14/2019
3400,11.85,1/4/2018,3/1/2019
3401,16.63,5/26/2018,4/29/2019
3402,14.13,11/12/2018,5/16/2019
3403,13.59,1/3/2018,4/22/2019
3404,13.57,6/11/2018,2/19/2019
3405,2.44,3/4/2018,5/1/2019
3406,13.21,4/24/2018,3/16/2019
3407,5.33,3/7/2018,3/19/2019
3408,5.02,4/27/2018,2/7/2019
3409,6.91,1/18/2018,1/8/2019
3410,6.13,10/23/2018,1/12/2019
3411,16.41,7/13/2018,4/24/2019
3412,16.86,5/12/2018,1/18/2019
3413,18.57,7/10/2018,12/25/2018
3414,19.61,7/13/2018,1/25/2019
3415,11.54,11/21/2018,4/4/2019
3416,9.02,3/24/2018,4/21/2019
3417,10.63,5/5/2018,1/17/2019
3418,0.67,5/5/2018,3/11/2019
3419,8.89,8/9/2018,1/31/2019
3420,1.64,11/3/2018,12/29/2018
3421,3.30,3/24/2018,3/19/2019
3422,13.91,5/23/2018,5/12/2019
3423,17.28,7/1/2018,4/6/2019
3424,4.18,7/17/2018,3/18/2019
3425,6.48,5/17/2018,1/6/2019
3426,0.14,11/7/2018,4/7/2019
3427,1.18,2/22/2018,1/24/2019
3428,0.27,7/16/2018,4/26/2019
3429,3.24,2/1/2018,1/12/2019
3430,6.02,4/1/2018,1/25/2019
3431,17.64,3/10/2018,3/4/2019
3432,0.44,8/25/2018,12/16/2018
3433,4.74,3/29/2018,5/17/2019
3434,1.02,6/29/2018,12/8/2018
3435,10.57,7/7/2018,1/22/2019
3436,1.87,4/21/2018,2/2/2019
3437,14.89,7/25/2018,5/1/2019
3438,15.93,9/12/2018,12/31/2018
3439,13.79,1/18/2018,3/26/2019
3440,3.94,4/17/2018,5/9/2019
3441,0.27,7/31/2018,12/20/2018
3442,18.27,2/22/2018,4/20/2019
3443,6.79,5/7/2018,3/13/2019
3444,14.78,1/19/2018,12/29/2018
3445,1.59,6/13/2018,4/12/2019
3446,16.04,1/6/2018,4/29/2019
3447,10.01,5/14/2018,1/6/2019
3448,15.64,9/22/2018,1/21/2019
3449,1.96,9/24/2018,4/8/2019
3450,10.71,10/29/2018,1/2/2019
3451,14.41,2/21/2018,1/12/2019
3452,18.82,8/27/2018,1/6/2019
3453,7.28,5/19/2018,4/4/2019
3454,10.27,5/8/2018,4/15/2019
3455,8.47,8/5/2018,5/17/2019
3456,17.89,11/9/2018,5/17/2019
3457,8.83,8/23/2018,2/13/2019
3458,15.76,1/8/2018,3/18/2019
3459,1.49,9/2/2018,1/25/2019
3460,12.19,6/27/2018,4/9/2019
3461,4.74,6/28/2018,4/25/2019
3462,15.46,2/5/2018,12/18/2018
3463,6.78,8/25/2018,1/9/2019
3464,3.48,3/10/2018,5/10/2019
3465,15.31,6/5/2018,12/16/2018
3466,9.10,7/22/2018,12/6/2018
3467,17.39,10/10/2018,1/13/2019
3468,19.99,5/26/2018,1/23/2019
3469,9.87,7/17/2018,4/27/2019
3470,6.64,10/25/2018,2/18/2019
3471,18.09,8/21/2018,3/23/2019
3472,3.91,9/29/2018,4/13/2019
3473,8.51,11/16/2018,12/18/2018
3474,10.11,4/26/2018,12/30/2018
3475,7.97,5/3/2018,4/18/2019
3476,12.99,5/9/2018,12/24/2018
3477,8.24,3/10/2018,3/6/2019
3478,16.77,11/2/2018,12/26/2018
3479,10.19,2/24/2018,4/1/2019
3480,5.11,6/10/2018,4/8/2019
3481,16.11,3/19/2018,12/15/2018
3482,5.15,4/12/2018,12/14/2018
3483,6.24,7/9/2018,1/18/2019
3484,14.49,7/4/2018,5/10/2019
3485,9.23,8/13/2018,4/16/2019
3486,1.24,1/4/2018,3/3/2019
3487,11.27,2/11/2018,3/11/2019
3488,5.82,1/15/2018,3/6/2019
3489,17.75,7/27/2018,2/19/2019
3490,17.51,5/30/2018,12/19/2018
3491,10.43,5/3/2018,1/3/2019
3492,0.62,4/2/2018,3/20/2019
3493,6.50,11/20/2018,2/2/2019
3494,19.33,1/23/2018,2/3/2019
3495,5.90,2/22/2018,1/10/2019
3496,10.04,11/3/2018,2/17/2019
3497,17.13,9/22/2018,3/5/2019
3498,8.72,1/17/2018,1/27/2019
3499,10.74,8/28/2018,2/9/2019
3500,19.02,10/18/2018,12/20/2018
3501,13.30,4/12/2018,5/16/2019
3502,13.49,6/11/2018,2/8/2019
3503,5.02,2/8/2018,4/22/2019
3504,5.80,5/9/2018,2/12/2019
3505,19.93,1/22/2018,3/1/2019
3506,14.26,8/18/2018,1/2/2019
3507,19.65,1/15/2018,12/20/2018
3508,14.88,4/15/2018,5/10/2019
3509,17.67,5/22/2018,12/21/2018
3510,0.99,6/21/2018,4/29/2019
3511,7.51,3/3/2018,5/8/2019
3512,14.77,5/5/2018,1/9/2019
3513,15.84,8/25/2018,1/31/2019
3514,9.45,6/24/2018,2/20/2019
3515,1.33,8/8/2018,3/15/2019
3516,1.44,2/16/2018,4/14/2019
3517,9.17,10/7/2018,1/12/2019
3518,16.14,1/4/2018,1/1/2019
3519,1.20,5/2/2018,1/22/2019
3520,11.28,4/20/2018,2/23/2019
3521,19.40,1/29/2018,2/10/2019
3522,7.63,6/24/2018,4/15/2019
3523,19.84,3/21/2018,4/16/2019
3524,18.93,11/9/2018,12/21/2018
3525,12.21,11/23/2018,4/6/2019
3526,2.96,11/22/2018,12/28/2018
3527,2.43,10/28/2018,3/28/2019
3528,3.09,1/22/2018,4/24/2019
3529,16.93,4/14/2018,5/11/2019
3530,10.38,3/26/2018,1/23/2019
3531,4.88,9/8/2018,4/30/2019
3532,5.17,9/5/2018,12/22/2018
3533,9.71,4/12/2018,4/21/2019
3534,8.56,7/5/2018,1/1/2019
3535,1.07,8/28/2018,3/19/2019
3536,1.06,3/29/2018,3/7/2019
3537,3.05,10/19/2018,3/14/2019
3538,0.86,11/29/2018,5/16/2019
3539,2.78,1/29/2018,1/20/2019
3540,7.40,4/9/2018,1/4/2019
3541,15.97,10/30/2018,12/11/2018
3542,10.52,8/17/2018,5/11/2019
3543,8.65,1/20/2018,3/6/2019
3544,4.05,8/17/2018,4/26/2019
3545,6.46,2/9/2018,3/31/2019
3546,1.46,7/26/2018,5/3/2019
3547,12.72,10/4/2018,4/20/2019
3548,10.11,6/2/2018,3/1/2019
3549,17.53,2/11/2018,2/11/2019
3550,5.61,9/25/2018,3/18/2019
3551,20.00,9/1/2018,12/3/2018
3552,11.41,7/16/2018,3/12/2019
3553,1.02,5/27/2018,1/22/2019
3554,6.52,9/25/2018,4/14/2019
3555,14.88,2/13/2018,12/6/2018
3556,19.80,7/8/2018,3/5/2019
3557,13.57,2/1/2018,3/13/2019
3558,5.41,4/19/2018,4/28/2019
3559,17.22,9/15/2018,5/11/2019
3560,6.55,3/26/2018,4/12/2019
3561,4.62,8/30/2018,2/18/2019
3562,1.69,1/8/2018,4/14/2019
3563,1.39,8/5/2018,12/29/2018
3564,7.86,8/16/2018,2/22/2019
3565,1.14,1/9/2018,2/27/2019
3566,7.61,6/15/2018,5/13/2019
3567,8.11,2/10/2018,12/3/2018
3568,18.23,6/15/2018,1/31/2019
3569,4.70,1/20/2018,2/1/2019
3570,6.78,6/17/2018,12/5/2018
3571,12.53,7/12/2018,12/20/2018
3572,9.83,11/20/2018,12/9/2018
3573,17.70,1/26/2018,4/2/2019
3574,18.29,6/10/2018,12/21/2018
3575,13.41,8/20/2018,4/16/2019
3576,18.98,11/29/2018,2/15/2019
3577,7.82,1/4/2018,1/29/2019
3578,12.92,7/25/2018,12/2/2018
3579,7.81,4/29/2018,1/21/2019
3580,4.39,3/31/2018,2/6/2019
3581,2.55,2/25/2018,2/1/2019
3582,18.14,5/22/2018,2/17/2019
3583,17.47,8/26/2018,3/20/2019
3584,1.14,9/11/2018,3/19/2019
3585,11.63,8/16/2018,5/12/2019
3586,7.49,10/25/2018,4/21/2019
3587,7.67,8/25/2018,2/4/2019
3588,18.49,1/15/2018,4/11/2019
3589,4.65,11/7/2018,1/13/2019
3590,19.33,11/4/2018,5/4/2019
3591,14.50,3/14/2018,2/14/2019
3592,17.96,5/19/2018,4/5/2019
3593,11.90,11/13/2018,3/6/2019
3594,7.78,8/21/2018,2/11/2019
3595,2.47,10/24/2018,5/3/2019
3596,3.41,6/9/2018,3/5/2019
3597,6.23,3/5/2018,1/15/2019
3598,5.23,2/17/2018,12/4/2018
3599,13.49,2/25/2018,1/20/2019
3600,3.19,6/9/2018,1/17/2019
3601,14.25,9/7/2018,1/15/2019
3602,15.96,3/14/2018,12/13/2018
3603,16.67,6/19/2018,4/7/2019
3604,16.94,1/24/2018,4/4/2019
3605,13.11,6/2/2018,5/12/2019
3606,16.87,10/20/2018,4/5/2019
3607,3.28,9/19/2018,4/28/2019
3608,2.91,2/21/2018,1/7/2019
3609,2.92,4/26/2018,12/12/2018
3610,13.63,11/30/2018,1/26/2019
3611,6.93,10/16/2018,3/31/2019
3612,16.87,5/5/2018,5/6/2019
3613,15.48,11/1/2018,5/3/2019
3614,7.82,11/14/2018,12/10/2018
3615,4.71,11/2/2018,1/13/2019
3616,9.91,7/13/2018,12/4/2018
3617,19.37,4/28/2018,5/4/2019
3618,4.15,11/27/2018,3/6/2019
3619,4.45,10/18/2018,1/11/2019
3620,3.56,7/16/2018,1/30/2019
3621,18.57,3/13/2018,5/4/2019
3622,5.87,10/21/2018,2/23/2019
3623,15.11,3/28/2018,3/6/2019
3624,14.37,5/8/2018,1/9/2019
3625,10.13,3/25/2018,3/25/2019
3626,6.77,9/13/2018,1/23/2019
3627,15.93,1/2/2018,2/21/2019
3628,6.98,10/17/2018,4/24/2019
3629,19.63,3/8/2018,3/13/2019
3630,6.85,2/9/2018,12/22/2018
3631,16.67,11/7/2018,5/1/2019
3632,18.30,8/12/2018,4/3/2019
3633,6.31,2/6/2018,4/24/2019
3634,10.45,3/14/2018,3/28/2019
3635,1.30,1/9/2018,1/1/2019
3636,17.43,11/16/2018,3/6/2019
3637,10.36,1/22/2018,12/16/2018
3638,8.78,10/19/2018,1/17/2019
3639,5.49,7/29/2018,2/21/2019
3640,14.94,11/3/2018,1/11/2019
3641,19.02,5/28/2018,3/5/2019
3642,4.03,6/10/2018,4/4/2019
3643,0.17,7/1/2018,4/24/2019
3644,15.97,9/7/2018,12/10/2018
3645,10.98,1/17/2018,2/17/2019
3646,19.33,2/27/2018,2/19/2019
3647,4.48,7/9/2018,1/18/2019
3648,19.89,5/17/2018,12/21/2018
3649,0.81,1/7/2018,4/15/2019
3650,15.22,6/4/2018,2/8/2019
3651,8.86,5/11/2018,5/5/2019
3652,13.66,4/19/2018,2/17/2019
3653,9.61,2/13/2018,2/11/2019
3654,12.20,3/9/2018,2/10/2019
3655,10.27,9/13/2018,4/29/2019
3656,11.30,7/5/2018,4/1/2019
3657,12.84,3/1/2018,2/16/2019
3658,19.02,2/28/2018,4/22/2019
3659,17.66,10/27/2018,3/20/2019
3660,8.26,7/7/2018,12/17/2018
3661,13.24,5/5/2018,12/22/2018
3662,18.70,8/23/2018,5/9/2019
3663,16.18,5/2/2018,2/16/2019
3664,1.88,8/14/2018,1/18/2019
3665,3.74,6/24/2018,3/4/2019
3666,14.40,8/21/2018,4/27/2019
3667,2.11,4/20/2018,12/5/2018
3668,13.26,2/1/2018,3/22/2019
3669,3.21,9/15/2018,1/1/2019
3670,14.83,1/2/2018,2/8/2019
3671,14.02,10/7/2018,1/21/2019
3672,16.60,1/25/2018,1/27/2019
3673,17.26,10/15/2018,1/14/2019
3674,13.39,4/7/2018,2/1/2019
3675,7.82,1/30/2018,4/7/2019
3676,14.57,9/26/2018,12/27/2018
3677,4.65,10/15/2018,1/23/2019
3678,10.51,9/5/2018,12/30/2018
3679,2.16,3/12/2018,3/9/2019
3680,19.52,5/30/2018,5/10/2019
3681,16.60,3/25/2018,4/19/2019
3682,6.56,6/1/2018,2/12/2019
3683,17.60,10/5/2018,12/12/2018
3684,2.59,1/26/2018,5/2/2019
3685,5.93,2/19/2018,12/13/2018
3686,6.69,6/9/2018,4/8/2019
3687,3.67,7/29/2018,2/20/2019
3688,2.84,1/15/2018,2/15/2019
3689,18.58,11/29/2018,12/21/2018
3690,15.93,10/3/2018,1/20/2019
3691,19.84,2/2/2018,3/19/2019
3692,15.74,11/26/2018,3/24/2019
3693,11.26,4/15/2018,12/3/2018
3694,12.60,7/26/2018,2/21/2019
3695,15.56,9/12/2018,5/8/2019
3696,18.63,6/24/2018,2/28/2019
3697,9.47,8/5/2018,12/23/2018
3698,2.95,8/8/2018,2/24/2019
3699,5.56,8/26/2018,12/14/2018
3700,11.41,7/15/2018,5/2/2019
3701,17.37,6/20/2018,5/12/2019
3702,3.74,8/4/2018,4/7/2019
3703,2.93,2/15/2018,2/1/2019
3704,2.39,1/11/2018,12/11/2018
3705,0.40,11/28/2018,4/7/2019
3706,11.75,4/30/2018,1/10/2019
3707,11.59,10/10/2018,3/31/2019
3708,16.21,11/22/2018,5/6/2019
3709,18.78,7/6/2018,12/7/2018
3710,13.73,2/8/2018,3/4/2019
3711,2.14,10/6/2018,4/11/2019
3712,0.58,8/24/2018,12/8/2018
3713,15.67,10/31/2018,12/17/2018
3714,2.25,1/8/2018,5/9/2019
3715,11.50,9/19/2018,12/5/2018
3716,8.41,8/30/2018,1/9/2019
3717,4.37,1/14/2018,3/4/2019
3718,17.71,9/2/2018,4/29/2019
3719,1.51,6/23/2018,2/27/2019
3720,11.57,1/6/2018,2/16/2019
3721,10.17,10/6/2018,3/24/2019
3722,11.43,3/11/2018,4/23/2019
3723,4.70,1/1/2018,3/28/2019
3724,16.06,2/21/2018,3/25/2019
3725,1.75,7/11/2018,1/30/2019
3726,7.39,9/13/2018,12/30/2018
3727,19.19,7/13/2018,1/16/2019
3728,1.35,9/9/2018,12/22/2018
3729,18.13,4/15/2018,1/20/2019
3730,15.25,9/16/2018,12/31/2018
3731,17.82,5/31/2018,3/19/2019
3732,14.28,9/30/2018,4/27/2019
3733,3.04,2/13/2018,3/8/2019
3734,6.16,8/28/2018,3/25/2019
3735,15.39,11/28/2018,2/12/2019
3736,19.76,8/4/2018,3/26/2019
3737,8.84,4/4/2018,3/5/2019
3738,3.58,3/12/2018,12/9/2018
3739,7.37,4/5/2018,2/26/2019
3740,8.84,8/18/2018,12/19/2018
3741,18.93,11/2/2018,3/3/2019
3742,15.20,1/14/2018,3/4/2019
3743,0.49,4/12/2018,4/29/2019
3744,13.50,4/6/2018,2/16/2019
3745,0.90,3/5/2018,4/13/2019
3746,7.11,10/27/2018,3/16/2019
3747,10.38,5/25/2018,5/3/2019
3748,12.49,10/27/2018,1/20/2019
3749,11.88,11/2/2018,3/12/2019
3750,16.39,8/28/2018,2/18/2019
3751,6.29,4/27/2018,1/5/2019
3752,2.21,10/24/2018,2/17/2019
3753,13.94,3/14/2018,4/10/2019
3754,12.16,2/19/2018,3/1/2019
3755,7.97,7/3/2018,2/23/2019
3756,3.44,6/30/2018,12/14/2018
3757,2.59,3/21/2018,12/11/2018
3758,2.47,9/26/2018,2/5/2019
3759,14.77,7/25/2018,3/15/2019
3760,3.25,7/18/2018,4/2/2019
3761,11.43,7/26/2018,3/18/2019
3762,19.02,8/19/2018,5/13/2019
3763,7.16,11/8/2018,4/27/2019
3764,19.02,5/7/2018,12/26/2018
3765,11.10,4/11/2018,3/4/2019
3766,16.67,4/3/2018,2/22/2019
3767,16.10,11/16/2018,3/18/2019
3768,3.34,11/28/2018,4/23/2019
3769,6.78,6/17/2018,4/4/2019
3770,15.99,6/8/2018,12/25/2018
3771,10.96,11/14/2018,3/24/2019
3772,10.74,8/8/2018,3/11/2019
3773,4.66,8/3/2018,4/26/2019
3774,2.29,6/28/2018,4/19/2019
3775,13.17,4/4/2018,1/25/2019
3776,17.63,10/15/2018,1/24/2019
3777,12.50,5/26/2018,1/6/2019
3778,4.19,11/29/2018,2/3/2019
3779,17.89,4/16/2018,2/12/2019
3780,0.07,6/2/2018,4/3/2019
3781,16.20,7/20/2018,3/17/2019
3782,9.74,11/23/2018,1/1/2019
3783,16.25,4/24/2018,4/2/2019
3784,6.57,4/13/2018,1/19/2019
3785,16.70,5/3/2018,12/17/2018
3786,19.91,8/26/2018,4/24/2019
3787,19.44,7/13/2018,2/11/2019
3788,8.12,6/20/2018,4/29/2019
3789,1.14,3/15/2018,4/23/2019
3790,16.82,5/12/2018,12/21/2018
3791,17.73,11/19/2018,2/6/2019
3792,14.62,2/1/2018,1/8/2019
3793,1.10,2/4/2018,4/1/2019
3794,19.28,6/16/2018,12/30/2018
3795,0.58,9/24/2018,4/2/2019
3796,3.43,8/27/2018,3/16/2019
3797,2.04,7/5/2018,12/22/2018
3798,13.82,7/29/2018,1/21/2019
3799,17.70,4/13/2018,3/6/2019
3800,13.18,11/2/2018,12/5/2018
3801,1.18,2/4/2018,4/15/2019
3802,8.55,11/18/2018,4/3/2019
3803,17.42,9/8/2018,5/2/2019
3804,9.99,4/9/2018,3/11/2019
3805,15.74,10/3/2018,1/7/2019
3806,4.30,8/23/2018,2/12/2019
3807,9.99,9/28/2018,1/13/2019
3808,16.70,2/15/2018,3/11/2019
3809,5.34,5/11/2018,1/18/2019
3810,4.72,10/7/2018,5/6/2019
3811,17.76,3/29/2018,12/28/2018
3812,1.21,10/19/2018,3/11/2019
3813,3.07,7/27/2018,4/25/2019
3814,3.69,6/9/2018,12/15/2018
3815,0.69,11/22/2018,4/22/2019
3816,3.70,8/20/2018,12/24/2018
3817,13.84,7/4/2018,4/3/2019
3818,0.93,3/29/2018,12/18/2018
3819,5.30,1/6/2018,5/17/2019
3820,7.72,5/7/2018,12/24/2018
3821,6.19,4/18/2018,2/12/2019
3822,14.80,9/21/2018,4/19/2019
3823,7.39,1/12/2018,3/4/2019
3824,7.20,5/18/2018,5/13/2019
3825,1.35,10/1/2018,5/6/2019
3826,6.68,9/19/2018,12/28/2018
3827,13.66,2/3/2018,2/5/2019
3828,8.09,4/8/2018,3/6/2019
3829,7.05,6/18/2018,2/9/2019
3830,18.69,2/16/2018,1/12/2019
3831,3.75,9/9/2018,2/4/2019
3832,7.64,8/28/2018,12/28/2018
3833,2.03,3/1/2018,5/9/2019
3834,15.85,9/8/2018,1/20/2019
3835,5.05,2/12/2018,5/13/2019
3836,4.58,8/21/2018,3/7/2019
3837,6.64,11/22/2018,4/29/2019
3838,6.78,11/10/2018,5/1/2019
3839,14.30,6/2/2018,12/27/2018
3840,1.10,6/12/2018,12/13/2018
3841,7.87,2/7/2018,3/19/2019
3842,4.83,6/9/2018,1/1/2019
3843,6.84,4/18/2018,1/19/2019
3844,19.59,2/6/2018,1/1/2019
3845,10.65,2/9/2018,3/16/2019
3846,9.12,8/21/2018,3/4/2019
3847,3.43,10/2/2018,3/31/2019
3848,16.39,11/15/2018,4/2/2019
3849,12.73,9/12/2018,4/29/2019
3850,6.80,8/29/2018,4/19/2019
3851,10.51,3/14/2018,12/28/2018
3852,16.24,3/25/2018,3/22/2019
3853,15.63,9/4/2018,3/23/2019
3854,17.42,1/25/2018,2/25/2019
3855,14.09,2/12/2018,3/3/2019
3856,9.18,2/17/2018,4/10/2019
3857,8.43,6/4/2018,12/29/2018
3858,18.95,2/23/2018,2/23/2019
3859,9.67,8/7/2018,1/17/2019
3860,6.59,9/10/2018,3/16/2019
3861,18.50,2/14/2018,12/5/2018
3862,7.10,10/21/2018,4/10/2019
3863,2.44,1/12/2018,1/3/2019
3864,0.39,1/15/2018,3/1/2019
3865,13.73,7/2/2018,3/30/2019
3866,10.38,7/14/2018,2/16/2019
3867,6.70,2/4/2018,12/12/2018
3868,4.16,3/21/2018,4/30/2019
3869,12.37,8/2/2018,4/15/2019
3870,10.30,4/3/2018,3/17/2019
3871,3.02,1/8/2018,12/25/2018
3872,11.92,11/13/2018,12/12/2018
3873,3.89,3/23/2018,4/28/2019
3874,14.65,6/24/2018,1/28/2019
3875,10.77,5/11/2018,1/29/2019
3876,18.55,4/13/2018,4/9/2019
3877,9.05,2/24/2018,2/6/2019
3878,11.92,3/29/2018,2/23/2019
3879,11.48,3/2/2018,1/29/2019
3880,16.46,4/7/2018,3/13/2019
3881,4.09,10/4/2018,1/19/2019
3882,15.60,10/11/2018,4/25/2019
3883,11.07,1/2/2018,3/18/2019
3884,16.77,9/2/2018,3/20/2019
3885,17.98,5/23/2018,3/14/2019
3886,12.58,4/15/2018,12/15/2018
3887,6.54,11/18/2018,4/25/2019
3888,7.97,1/12/2018,3/19/2019
3889,10.15,11/23/2018,2/15/2019
3890,7.38,5/13/2018,12/4/2018
3891,7.60,6/21/2018,3/3/2019
3892,9.32,11/14/2018,3/6/2019
3893,11.14,9/28/2018,3/7/2019
3894,11.30,9/4/2018,3/18/2019
3895,13.31,4/1/2018,2/12/2019
3896,15.93,6/9/2018,4/13/2019
3897,1.50,10/21/2018,3/9/2019
3898,10.09,5/6/2018,4/26/2019
3899,10.13,7/8/2018,4/18/2019
3900,2.39,10/11/2018,2/12/2019
3901,9.57,8/11/2018,3/4/2019
3902,7.13,3/12/2018,5/6/2019
3903,7.88,5/29/2018,1/12/2019
3904,16.86,1/2/2018,2/17/2019
3905,1.65,11/27/2018,12/30/2018
3906,4.10,2/18/2018,12/23/2018
3907,8.68,5/2/2018,12/22/2018
3908,9.28,11/21/2018,4/29/2019
3909,19.21,1/16/2018,3/31/2019
3910,16.64,3/9/2018,1/18/2019
3911,17.97,7/1/2018,12/22/2018
3912,14.68,7/7/2018,3/17/2019
3913,15.92,10/13/2018,12/14/2018
3914,8.47,1/23/2018,3/23/2019
3915,11.71,2/22/2018,12/14/2018
3916,15.18,9/8/2018,12/21/2018
3917,17.51,2/14/2018,3/13/2019
3918,11.71,11/7/2018,4/9/2019
3919,15.86,4/4/2018,4/1/2019
3920,18.90,8/5/2018,3/8/2019
3921,11.70,9/29/2018,1/12/2019
3922,3.67,1/2/2018,1/9/2019
3923,10.03,6/8/2018,12/13/2018
3924,9.29,7/8/2018,12/10/2018
3925,0.71,5/14/2018,4/30/2019
3926,17.28,5/12/2018,1/9/2019
3927,19.27,4/17/2018,12/19/2018
3928,19.29,11/13/2018,3/16/2019
3929,15.99,6/16/2018,4/30/2019
3930,16.99,8/26/2018,2/4/2019
3931,2.90,8/3/2018,1/25/2019
3932,18.43,9/9/2018,4/9/2019
3933,0.16,3/13/2018,3/7/2019
3934,8.19,10/11/2018,1/29/2019
3935,17.05,7/12/2018,1/11/2019
3936,19.75,10/8/2018,3/26/2019
3937,19.92,10/1/2018,3/8/2019
3938,13.35,11/27/2018,3/9/2019
3939,14.23,10/30/2018,1/29/2019
3940,3.53,10/29/2018,1/9/2019
3941,16.22,8/30/2018,4/8/2019
3942,7.84,8/27/2018,12/4/2018
3943,7.17,10/14/2018,2/15/2019
3944,14.85,5/29/2018,2/23/2019
3945,18.30,7/18/2018,4/16/2019
3946,18.90,6/5/2018,1/31/2019
3947,3.38,1/24/2018,2/6/2019
3948,5.43,9/3/2018,3/7/2019
3949,6.91,1/28/2018,2/3/2019
3950,3.64,3/26/2018,1/10/2019
3951,18.21,6/23/2018,12/29/2018
3952,1.05,5/14/2018,1/20/2019
3953,3.06,2/13/2018,1/1/2019
3954,16.14,8/15/2018,2/4/2019
3955,13.23,7/16/2018,1/10/2019
3956,5.10,11/21/2018,12/15/2018
3957,6.27,7/26/2018,2/1/2019
3958,17.74,11/27/2018,2/18/2019
3959,7.60,6/13/2018,12/30/2018
3960,0.22,8/3/2018,3/14/2019
3961,14.45,7/24/2018,12/19/2018
3962,8.84,5/16/2018,4/11/2019
3963,15.24,10/18/2018,12/18/2018
3964,6.82,2/13/2018,5/16/2019
3965,12.47,1/11/2018,4/16/2019
3966,11.99,4/4/2018,3/8/2019
